LinearVel.X,LinearVel.Y,LinearAcc.X,LinearAcc.Y,AngularVel.Z,AngularAcc.Z,VelMulDelta.X,VelMulDelta.Y, Angvelmuldelta.Z,GTruthPosDiff.X,GTruthPosDiff.Y,GTruthRotDiff.Z
-5.834266,-12.778338,41.183312,-25.601153,1.090831,-28.361601,-0.583427,-1.277834,0.109083,-42.532006,-136.899498,0.008727,
-3.333817,-14.261556,25.004487,-14.832182,0.087266,-10.035643,-0.333382,-1.426156,0.008727,-24.914670,-149.446371,0.000000,
-2.007718,-15.409445,13.260991,-11.478889,0.000000,-0.872665,-0.200772,-1.540945,0.000000,-15.677002,-160.259735,0.000000,
-1.316233,-16.459175,6.914847,-10.497300,0.000000,0.000000,-0.131623,-1.645918,0.000000,-10.904704,-170.548935,0.000000,
-0.962640,-17.477845,3.535932,-10.186693,0.000000,0.000000,-0.096264,-1.747784,0.000000,-8.508556,-180.663260,0.000000,
-0.788783,-18.485558,1.738573,-10.077139,0.000000,0.000000,-0.078878,-1.848556,0.000000,-7.376014,-190.712077,0.000000,
-0.710488,-19.488918,0.782946,-10.033592,0.000000,0.000000,-0.071049,-1.948892,0.000000,-6.915225,-200.733522,0.000000,
-0.682991,-20.490353,0.274971,-10.014350,0.000000,0.000000,-0.068299,-2.049035,0.000000,-6.811480,-210.742075,0.000000,
-0.682493,-21.490868,0.004982,-10.005156,0.000000,0.000000,-0.068249,-2.149087,0.000000,-7.033100,-220.739600,-0.026180,
-0.756911,-22.488645,-0.744185,-9.977769,-0.261799,-2.617994,-0.075691,-2.248865,-0.026180,-10.546350,-230.560642,-0.052360,
-1.335538,-23.454129,-5.786267,-9.654841,-0.523599,-2.617994,-0.133554,-2.345413,-0.052360,-18.763233,-239.881109,-0.052360,
-2.304933,-24.359457,-9.693953,-9.053274,-0.523599,0.000000,-0.230493,-2.435946,-0.052360,-29.998259,-248.496055,-0.052360,
-3.524305,-25.187682,-12.193716,-8.282254,-0.523599,0.000000,-0.352430,-2.518768,-0.052360,-43.243116,-256.273124,-0.074176,
-4.915944,-25.928250,-13.916387,-7.405677,-0.741765,-2.181661,-0.491594,-2.592825,-0.074176,-63.580688,-261.063663,-0.244347,
-7.713538,-26.067145,-27.975938,-1.388948,-2.443465,-17.017005,-0.771354,-2.606715,-0.244347,-104.625320,-252.641221,-0.349067,
-12.681401,-24.325102,-49.678636,17.420426,-3.490666,-10.472007,-1.268140,-2.432510,-0.349067,-161.101792,-217.499177,-0.392699,
-18.503790,-19.457636,-58.223883,48.674659,-3.926991,-4.363248,-1.850379,-1.945764,-0.392699,-212.068943,-151.835686,5.890486,
-22.789325,-11.833727,-42.855351,76.239086,58.904862,628.318515,-2.278933,-1.183373,5.890486,-238.041769,-66.531284,-0.392699,
-24.061144,-2.884322,-12.718194,89.494055,-3.926991,-628.318515,-2.406114,-0.288432,-0.392699,-231.098569,22.415628,-0.392699,
-21.982594,5.753241,20.785498,86.375624,-3.926991,0.000000,-2.198259,0.575324,-0.392699,-193.023364,99.867330,-0.392699,
-17.051796,12.699656,49.307978,69.464152,-3.926991,0.000000,-1.705180,1.269966,-0.392699,-136.090312,154.292739,-0.074176,
-11.493375,16.961245,55.584209,42.615890,-0.741765,31.852259,-1.149338,1.696125,-0.074176,-95.401690,183.704413,0.000000,
-8.421598,19.218908,30.717771,22.576628,0.000000,7.417649,-0.842160,1.921891,0.000000,-74.232054,201.425504,0.000000,
-6.862413,20.741905,15.591854,15.229974,0.000000,0.000000,-0.686241,2.074191,0.000000,-63.867022,214.748010,0.000000,
-6.129265,21.972365,7.331477,12.304596,0.000000,0.000000,-0.612927,2.197237,0.000000,-59.353874,226.218096,0.000000,
-5.841054,23.073588,2.882108,11.012230,0.000000,0.000000,-0.584105,2.307359,0.000000,-57.980751,236.836237,0.000000,
-5.790897,24.113187,0.501577,10.395987,0.000000,0.000000,-0.579090,2.411319,0.000000,-58.284191,247.036385,0.000000,
-5.867681,25.121937,-0.767844,10.087506,0.000000,0.000000,-0.586768,2.512194,0.000000,-58.815839,253.894472,-0.026180,
-5.745997,24.864360,1.216837,-2.575772,-0.261799,-2.617994,-0.574600,2.486436,-0.026180,-53.795761,232.787639,-0.052360,
-5.120349,22.157025,6.256481,-27.073348,-0.523599,-2.617994,-0.512035,2.215703,-0.052360,-47.647614,206.183079,-0.052360,
-4.513240,19.529913,6.071091,-26.271121,-0.523599,-0.000000,-0.451324,1.952991,-0.052360,-41.681915,180.368013,-0.052360,
-3.924117,16.980632,5.891230,-25.492817,-0.523599,0.000000,-0.392412,1.698063,-0.052360,-35.892804,155.317091,-0.052360,
-3.352450,14.506884,5.716674,-24.737472,-0.523599,0.000000,-0.335245,1.450688,-0.052360,-26.096559,140.894868,-0.052360,
-1.833554,14.460384,15.188956,-0.465007,-0.523599,0.000000,-0.183355,1.446038,-0.052360,-8.933763,150.494470,-0.052360,
-0.275468,15.452791,15.580866,9.924074,-0.523599,0.000000,-0.027547,1.545279,-0.052360,4.923028,159.839963,-0.052360,
1.018346,16.353691,12.938135,9.009000,-0.523599,0.000000,0.101835,1.635369,-0.052360,17.201574,168.479973,-0.052360,
2.215535,17.192793,11.971892,8.391017,-0.523599,-0.000000,0.221554,1.719279,-0.052360,29.070381,176.528493,-0.052360,
3.403516,17.972774,11.879812,7.799810,-0.523599,0.000000,0.340352,1.797277,-0.052360,41.130398,183.956421,-0.052360,
4.626542,18.687937,12.230252,7.151632,-0.523599,0.000000,0.462654,1.868794,-0.052360,53.677131,190.691206,-0.052360,
5.905632,19.330406,12.790906,6.424685,-0.523599,-0.000000,0.590563,1.933041,-0.052360,66.979429,197.024494,-0.052360,
7.251412,19.893328,13.457799,5.629221,-0.523599,0.000000,0.725141,1.989333,-0.052360,81.444090,201.360574,-0.157080,
8.935912,20.214833,16.844995,3.215057,-1.570797,-10.471986,0.893591,2.021483,-0.157080,106.933449,197.834204,-0.296707,
12.164334,19.212588,32.284220,-10.022450,-2.967069,-13.962720,1.216433,1.921259,-0.296707,146.237993,174.379828,-0.383973,
16.423340,15.766934,42.590065,-34.456539,-3.839729,-8.726600,1.642334,1.576693,-0.383973,186.017224,124.081196,-0.392699,
19.913974,9.711830,34.906336,-60.551047,-3.926991,-0.872615,1.991397,0.971183,-0.392699,208.129369,53.978563,-0.392699,
21.069944,2.218302,11.559698,-74.935277,-3.926991,0.000000,2.106994,0.221830,-0.392699,203.109205,-21.967916,-0.392699,
19.377114,-5.248726,-16.928301,-74.670281,-3.926991,0.000000,1.937711,-0.524873,-0.392699,170.840260,-89.867451,-0.392699,
15.139391,-11.400910,-42.377226,-61.521838,-3.926991,0.000000,1.513939,-1.140091,-0.392699,117.536473,-139.108150,-0.392699,
9.162213,-15.358450,-59.771782,-39.575401,-3.926991,0.000000,0.916221,-1.535845,-0.392699,56.191924,-164.667481,-0.074176,
3.484507,-17.044311,-56.777053,-16.858607,-0.741765,31.852259,0.348451,-1.704431,-0.074176,15.099245,-176.056442,0.000000,
0.363736,-17.972801,-31.207708,-9.284901,0.000000,7.417649,0.036374,-1.797280,0.000000,-7.177767,-184.637060,0.000000,
-1.353193,-18.816263,-17.169292,-8.434622,0.000000,0.000000,-0.135319,-1.881626,0.000000,-19.695416,-193.263152,0.000000,
-2.337801,-19.696859,-9.846084,-8.805951,0.000000,0.000000,-0.233780,-1.969686,0.000000,-27.094577,-202.321502,0.000000,
-2.936878,-20.619053,-5.990764,-9.221941,0.000000,0.000000,-0.293688,-2.061905,0.000000,-31.791633,-211.717575,0.000000,
-3.332040,-21.569183,-3.951624,-9.501301,0.000000,0.000000,-0.333204,-2.156918,0.000000,-35.057416,-221.321489,0.000000,
-3.619094,-22.535715,-2.870542,-9.665321,0.000000,0.000000,-0.361909,-2.253572,0.000000,-37.564286,-231.046235,0.000000,
-3.848768,-23.511390,-2.296733,-9.756750,0.000000,0.000000,-0.384877,-2.351139,0.000000,-39.667550,-240.833337,0.000000,
-4.047963,-24.492028,-1.991957,-9.806381,0.000000,0.000000,-0.404796,-2.449203,0.000000,-41.556746,-250.656191,0.000000,
-4.230967,-25.475334,-1.830040,-9.833064,0.000000,0.000000,-0.423097,-2.547533,0.000000,-43.332325,-260.498907,0.000000,
-4.405368,-26.460070,-1.744011,-9.847357,0.000000,0.000000,-0.440537,-2.646007,0.000000,-45.047307,-270.350880,0.000000,
-4.575198,-27.445566,-1.698292,-9.854956,0.000000,0.000000,-0.457520,-2.744557,0.000000,-46.730539,-280.210484,0.000000,
-4.742598,-28.431473,-1.674008,-9.859072,0.000000,0.000000,-0.474260,-2.843147,0.000000,-48.395885,-290.068082,0.000000,
-4.908706,-29.417585,-1.661079,-9.861117,0.000000,0.000000,-0.490871,-2.941759,0.000000,-50.052724,-299.930595,0.008727,
-5.074129,-30.403814,-1.654223,-9.862292,0.087266,0.872665,-0.507413,-3.040381,0.008727,-49.359105,-310.145886,0.052360,
-4.729805,-31.463892,3.443235,-10.600780,0.523599,4.363323,-0.472981,-3.146389,0.052360,-42.132679,-321.104229,0.052360,
-3.779777,-32.572298,9.500284,-11.084064,0.523599,0.000000,-0.377978,-3.257230,0.052360,-30.316466,-332.095282,0.052360,
-2.456030,-33.657843,13.237468,-10.855442,0.523599,0.000000,-0.245603,-3.365784,0.052360,-15.563367,-342.611030,0.052360,
-0.885291,-34.681013,15.707385,-10.231708,0.523599,0.000000,-0.088529,-3.468101,0.052360,1.130533,-352.291277,0.165807,
1.195884,-35.568790,20.811757,-8.877770,1.658065,11.344663,0.119588,-3.556879,0.165807,42.156117,-355.542666,0.331613,
6.877915,-35.237958,56.820303,3.308324,3.316133,16.580681,0.687791,-3.523796,0.331613,116.718620,-334.675212,0.392699,
15.282659,-31.634844,84.047440,36.031138,3.926991,6.108576,1.528266,-3.163484,0.392699,201.095163,-275.077741,0.392699,
23.282516,-24.054470,79.998566,75.803741,3.926991,-0.000000,2.328252,-2.405447,0.392699,265.044418,-181.335449,0.392699,
28.271067,-13.634105,49.885516,104.203650,3.926991,0.000000,2.827107,-1.363411,0.392699,293.146683,-76.145520,0.065450,
29.769451,-4.033727,14.983837,96.003774,0.654498,-32.724923,2.976945,-0.403373,0.065450,301.224126,-7.495330,0.000000,
30.347671,1.149738,5.782198,51.834657,0.000000,-6.544985,3.034767,0.114974,0.000000,306.792568,29.277302,0.000000,
30.933002,3.967467,5.853309,28.177283,0.000000,0.000000,3.093300,0.396747,0.000000,313.424781,49.652406,0.000000,
31.652262,5.557455,7.192603,15.899885,0.000000,0.000000,3.165226,0.555746,0.000000,321.274474,61.461045,0.000000,
32.478154,6.503015,8.258918,9.455595,0.000000,0.000000,3.247815,0.650301,0.000000,329.947648,68.757161,0.000000,
33.370389,7.108293,8.922347,6.052777,0.000000,0.000000,3.337039,0.710829,0.000000,339.110018,73.666796,0.000000,
34.300530,7.533335,9.301412,4.250420,0.000000,0.000000,3.430053,0.753333,0.000000,345.095027,76.994881,0.043633,
33.898763,7.624222,-4.017668,0.908873,0.436332,4.363323,3.389876,0.762422,0.043633,321.547818,72.319804,0.052360,
30.921131,6.954518,-29.776323,-6.697038,0.523599,0.872665,3.092113,0.695452,0.052360,297.591565,70.902631,0.052360,
29.619068,7.843418,-13.020622,8.888998,0.523599,0.000000,2.961907,0.784342,0.052360,297.881105,91.474450,0.026180,
29.920499,10.004278,3.014308,21.608602,0.261799,-2.617994,2.992050,1.000428,0.026180,302.082604,108.848874,0.000000,
30.445357,11.422687,5.248577,14.184089,0.000000,-2.617994,3.044536,1.142269,0.000000,308.450219,119.942620,0.000000,
31.148487,12.354571,7.031305,9.318835,0.000000,0.000000,3.114849,1.235457,0.000000,316.095288,127.683924,0.017453,
31.939762,13.059206,7.912749,7.046359,0.174533,1.745329,3.193976,1.305921,0.017453,322.953160,137.008417,0.052360,
32.506562,14.243458,5.667999,11.842516,0.523599,3.490659,3.250656,1.424346,0.052360,327.008233,151.771696,0.052360,
32.806303,15.891027,2.997404,16.475684,0.523599,0.000000,3.280630,1.589103,0.052360,328.720991,169.887185,0.052360,
32.891305,17.799432,0.850028,19.084052,0.523599,0.000000,3.289131,1.779943,0.052360,328.469122,189.909326,0.052360,
32.790463,19.857380,-1.008426,20.579485,0.523599,0.000000,3.279046,1.985738,0.052360,326.945655,210.377166,0.095993,
32.596171,21.898770,-1.942916,20.413899,0.959932,4.363331,3.259617,2.189877,0.095993,313.983681,241.485326,0.296707,
30.028201,26.116488,-25.679699,42.177176,2.967066,20.071342,3.002820,2.611649,0.296707,263.582851,294.161861,0.383973,
23.055534,31.770930,-69.726670,56.544423,3.839728,8.726617,2.305553,3.177093,0.383973,168.557947,342.854221,0.392699,
12.016019,35.610277,-110.395145,38.393464,3.926991,0.872630,1.201602,3.561028,0.392699,46.631261,357.970401,0.392699,
-0.620680,35.280352,-126.366996,-3.299245,3.926991,0.000000,-0.062068,3.528035,0.392699,-75.787359,327.747326,0.392699,
-12.249455,30.393268,-116.287748,-48.870837,3.926991,0.000000,-1.224946,3.039327,0.392699,-175.882769,256.773044,0.327249,
-20.887146,21.913911,-86.376908,-84.793567,3.272492,-6.544986,-2.088715,2.191391,0.327249,-250.688220,182.477351,0.000000,
-25.577167,14.826715,-46.900209,-70.871965,0.000000,-32.724922,-2.557717,1.482672,0.000000,-270.399078,125.930211,0.000000,
-27.922196,11.313256,-23.450290,-35.134593,0.000000,0.000000,-2.792220,1.131326,0.000000,-288.947766,101.268551,0.034907,
-29.542373,9.372671,-16.201766,-19.405848,0.349066,3.490658,-2.954237,0.937267,0.034907,-303.814449,83.843118,0.052360,
-30.961209,7.690435,-14.188359,-16.822357,0.523599,1.745329,-3.096121,0.769044,0.052360,-317.284172,67.319459,0.052360,
-32.261779,6.046802,-13.005701,-16.436329,0.523599,0.000000,-3.226178,0.604680,0.052360,-329.718583,50.751962,0.052360,
-33.465904,4.374069,-12.041248,-16.727334,0.523599,0.000000,-3.346590,0.437407,0.052360,-341.229708,33.671440,-6.230825,
-34.578924,2.637498,-11.130198,-17.365710,-62.308253,-628.318512,-3.457892,0.263750,-6.230825,-351.818086,15.845483,0.052360,
-35.598757,0.820644,-10.198333,-18.168535,0.523599,628.318512,-3.559876,0.082064,0.052360,-361.446714,-2.825980,0.052360,
-36.520123,-1.082798,-9.213660,-19.034421,0.523599,0.000000,-3.652012,-0.108280,0.052360,-370.053748,-22.370038,0.052360,
-37.336477,-3.073384,-8.163538,-19.905860,0.523599,0.000000,-3.733648,-0.307338,0.052360,-377.570512,-42.771472,0.052360,
-38.040921,-5.148345,-7.044442,-20.749610,0.523599,0.000000,-3.804092,-0.514835,0.052360,-383.949961,-63.994279,0.052360,
-38.626674,-7.302993,-5.857532,-21.546481,0.523599,0.000000,-3.862667,-0.730299,0.052360,-389.059885,-85.970675,0.052360,
-39.087128,-9.531039,-4.604534,-22.280460,0.523599,0.000000,-3.908713,-0.953104,0.052360,-392.903024,-108.645788,0.052360,
-39.416158,-11.825672,-3.290304,-22.946326,0.523599,0.000000,-3.941616,-1.182567,0.052360,-395.397852,-131.942650,0.052360,
-39.608055,-14.179260,-1.918965,-23.535883,0.523599,0.000000,-3.960806,-1.417926,0.052360,-396.489579,-155.781533,0.052360,
-39.657584,-16.583645,-0.495294,-24.043843,0.523599,0.000000,-3.965758,-1.658365,0.052360,-396.721103,-179.011426,0.008727,
-39.734401,-18.718069,-0.768166,-21.344246,0.087266,-4.363323,-3.973440,-1.871807,0.008727,-398.626631,-194.875686,0.000000,
-39.566960,-19.642228,1.674407,-9.241590,0.000000,-0.872665,-3.956696,-1.964223,0.000000,-378.193754,-187.746749,0.000000,
-36.583045,-18.160924,29.839144,14.813048,0.000000,0.000000,-3.658305,-1.816092,0.000000,-348.871900,-173.190499,-0.034907,
-33.687540,-16.723508,28.955049,14.374157,-0.349066,-3.490658,-3.368754,-1.672351,-0.034907,-343.225050,-167.474297,-0.052360,
-34.830613,-16.643027,-11.430728,0.804813,-0.523599,-1.745329,-3.483061,-1.664303,-0.052360,-356.440155,-162.372836,-0.052360,
-36.248370,-15.873222,-14.177571,7.698045,-0.523599,0.000000,-3.624837,-1.587322,-0.052360,-372.509667,-148.008715,-0.173079,
-38.040541,-13.700971,-17.921701,21.722505,-1.730785,-12.071862,-3.804054,-1.370097,-0.173079,-392.051953,-108.935425,6.003932,
-39.971400,-8.358490,-19.308593,53.424811,60.039319,617.701032,-3.997140,-0.835849,6.003932,-403.720910,-32.753103,-0.375246,
-40.240554,0.868123,-2.691542,92.266134,-3.752463,-637.917807,-4.024055,0.086812,-0.375246,-384.495236,74.678183,-0.392699,
-36.531995,12.228409,37.085591,113.602861,-3.926991,-1.745284,-3.653200,1.222841,-0.392699,-321.308579,183.359537,-0.392699,
-28.437524,22.322779,80.944707,100.943698,-3.926991,0.000000,-2.843752,2.232278,-0.392699,-220.863162,264.438228,-0.392699,
-17.252943,28.777066,111.845814,64.542861,-3.926991,0.000000,-1.725294,2.877707,-0.392699,-101.043977,302.097864,-0.392699,
-4.995717,30.569239,122.572257,17.921732,-3.926991,0.000000,-0.499572,3.056924,-0.392699,17.576046,293.128461,-0.392699,
6.328430,27.836614,113.241464,-27.326251,-3.926991,0.000000,0.632843,2.783661,-0.392699,117.273557,243.928248,-0.392699,
15.154507,21.525029,88.260769,-63.115844,-3.926991,0.000000,1.515451,2.152503,-0.392699,185.982877,166.808275,-0.392699,
20.544634,13.021140,53.901275,-85.038895,-3.926991,-0.000000,2.054463,1.302114,-0.392699,218.925121,79.027181,-0.130900,
22.503809,4.692062,19.591750,-83.290773,-1.308997,26.179939,2.250381,0.469206,-0.130900,229.765135,17.244933,0.000000,
23.266733,0.008877,7.629239,-46.831855,0.000000,13.089969,2.326673,0.000888,0.000000,236.534651,-15.979902,0.000000,
23.938390,-2.538429,6.716564,-25.473059,0.000000,0.000000,2.393839,-0.253843,0.000000,243.756723,-34.432993,0.000000,
24.701380,-3.981396,7.629902,-14.429669,0.000000,0.000000,2.470138,-0.398140,0.000000,251.928226,-45.191624,0.000000,
25.550616,-4.845782,8.492357,-8.643856,0.000000,0.000000,2.555062,-0.484578,0.000000,260.754259,-51.895151,0.000000,
26.455777,-5.404844,9.051609,-5.590624,0.000000,0.000000,2.645578,-0.540484,0.000000,270.011674,-56.460736,0.000000,
27.393440,-5.802290,9.376638,-3.974458,0.000000,0.000000,2.739344,-0.580229,0.000000,279.500597,-59.891101,0.000000,
28.349116,-6.114008,9.556751,-3.117175,0.000000,0.000000,2.834912,-0.611401,0.000000,241.526984,-52.361402,0.000000,
29.157381,-6.339055,8.082655,-2.250478,0.000000,0.000000,2.915738,-0.633906,0.000000,297.230917,-64.835488,0.000000,
30.127440,-6.584043,9.700592,-2.449873,0.000000,0.000000,3.012744,-0.658404,0.000000,300.479919,-65.752682,0.026180,
29.161499,-6.382820,-9.659409,2.012224,0.261799,2.617994,2.916150,-0.638282,0.026180,274.982760,-60.187766,0.052360,
26.321696,-5.761249,-28.398030,6.215713,0.523599,2.617994,2.632170,-0.576125,0.052360,247.076639,-54.079721,0.052360,
23.566039,-5.158095,-27.556579,6.031538,0.523599,0.000000,2.356604,-0.515810,0.052360,219.998545,-48.152913,0.052360,
20.892019,-4.572810,-26.740194,5.852849,0.523599,0.000000,2.089202,-0.457281,0.052360,193.732589,-42.403865,0.052360,
18.297076,-4.004833,-25.949430,5.679768,0.523599,0.000000,1.829708,-0.400483,0.052360,168.222936,-36.820354,0.052360,
15.779164,-3.453717,-25.179120,5.511164,0.523599,0.000000,1.577916,-0.345372,0.052360,143.480862,-31.404851,0.052360,
13.335847,-2.918928,-24.433168,5.347891,0.523599,0.000000,1.333585,-0.291893,0.052360,119.471070,-26.149628,0.052360,
10.964930,-2.399985,-23.709175,5.189424,0.523599,0.000000,1.096493,-0.239999,0.052360,96.173224,-21.050234,0.052360,
8.664257,-1.896418,-23.006726,5.035674,0.523599,0.000000,0.866426,-0.189642,0.052360,74.429768,-15.601131,0.052360,
6.950139,-1.107279,-17.141179,7.891391,0.523599,0.000000,0.695014,-0.110728,0.052360,74.114694,-0.052698,0.052360,
7.719356,0.683036,7.692172,17.903153,0.523599,0.000000,0.771936,0.068304,0.052360,81.265264,14.638847,0.052360,
8.413710,1.977607,6.943542,12.945704,0.523599,0.000000,0.841371,0.197761,0.052360,88.094113,26.199642,0.052360,
9.089289,3.061831,6.755789,10.842246,0.523599,0.000000,0.908929,0.306183,0.052360,94.709292,36.562679,0.013090,
9.738500,4.077387,6.492110,10.155558,0.130900,-3.926991,0.973850,0.407739,0.013090,100.710443,47.013720,0.244347,
10.202645,5.305231,4.641447,12.278439,2.443467,23.125670,1.020265,0.530523,0.244347,99.557493,65.544803,0.349067,
9.578316,7.564409,-6.243294,22.591780,3.490670,10.472029,0.957832,0.756441,0.349067,83.780483,91.127363,0.392699,
7.283049,10.185726,-22.952663,26.213165,3.926991,4.363212,0.728305,1.018573,0.392699,51.907052,113.612758,0.392699,
3.537180,12.024038,-37.458689,18.383121,3.926991,-0.000000,0.353718,1.202404,0.392699,9.509486,123.470754,0.392699,
-0.939738,12.338602,-44.769186,3.145641,3.926991,0.000000,-0.093974,1.233860,0.392699,-35.306119,116.446063,0.392699,
-5.309943,10.911613,-43.702047,-14.269890,3.926991,0.000000,-0.530994,1.091161,0.392699,-74.533230,92.878113,0.392699,
-8.820543,7.941379,-35.105996,-29.702340,3.926991,0.000000,-0.882054,0.794138,0.392699,-101.778034,56.515571,-5.890486,
-10.925195,3.910478,-21.046524,-40.309009,-58.904862,-628.318515,-1.092520,0.391048,-5.890486,-113.092241,13.188919,0.392699,
-11.341490,-0.543776,-4.162946,-44.542540,3.926991,628.318515,-1.134149,-0.054378,0.392699,-107.265160,-30.423690,0.392699,
-10.062874,-4.747055,12.786154,-42.032787,3.926991,0.000000,-1.006287,-0.474705,0.392699,-85.738822,-67.885327,0.392699,
-7.335831,-8.090566,27.270433,-33.435110,3.926991,0.000000,-0.733583,-0.809057,0.392699,-52.206827,-93.915284,0.392699,
-3.608774,-10.113872,37.270568,-20.233061,3.926991,-0.000000,-0.360877,-1.011387,0.392699,-11.973141,-105.077294,0.392699,
0.540668,-10.562836,41.494423,-4.489643,3.926991,0.000000,0.054067,-1.056284,0.392699,28.744205,-100.343315,0.349078,
4.454066,-9.471491,39.133982,10.913456,3.490778,-4.362133,0.445407,-0.947149,0.349078,63.096196,-83.512312,0.244360,
7.496475,-7.488542,30.424089,19.829485,2.443598,-10.471798,0.749648,-0.748854,0.244360,87.371489,-64.917233,-0.165793,
9.433838,-6.092598,19.373624,13.959444,-1.657932,-41.015294,0.943384,-0.609260,-0.165793,98.909862,-64.338857,-0.331600,
10.015396,-6.955894,5.815579,-8.632963,-3.316004,-16.580724,1.001540,-0.695589,-0.331600,94.941709,-82.524208,-0.392697,
8.851149,-9.288376,-11.642462,-23.324823,-3.926971,-6.109670,0.885115,-0.928838,-0.392697,72.403051,-107.190245,-0.392699,
5.864284,-11.648074,-29.868651,-23.596980,-3.926991,-0.000197,0.586428,-1.164807,-0.392699,34.567263,-124.826747,-0.392699,
1.617693,-12.865485,-42.465911,-12.174109,-3.926991,0.000000,0.161769,-1.286549,-0.392699,-11.006984,-127.253426,-0.392699,
-3.036138,-12.373185,-46.538315,4.923000,-3.926991,0.000000,-0.303614,-1.237319,-0.392699,-55.504728,-111.992964,-0.392699,
-7.227329,-10.134652,-41.911905,22.385335,-3.926991,0.000000,-0.722733,-1.013465,-0.392699,-91.077702,-81.071601,5.890486,
-10.250117,-6.501895,-30.227879,36.327573,58.904862,628.318515,-1.025012,-0.650189,5.890486,-112.122469,-39.513939,-0.392699,
-11.656340,-2.064853,-14.062234,44.370411,-3.926991,-628.318515,-1.165634,-0.206485,-0.392699,-115.842443,6.086922,-0.392699,
-11.287801,2.485498,3.685389,45.503516,-3.926991,0.000000,-1.128780,0.248550,-0.392699,-102.310430,48.831628,-0.392699,
-9.266127,6.474899,20.216744,39.894010,-3.926991,0.000000,-0.926613,0.647490,-0.392699,-74.176332,82.569203,-0.392699,
-5.951060,9.342284,33.150674,28.673849,-3.926991,0.000000,-0.595106,0.934228,-0.392699,-36.102772,102.721782,-0.392699,
-1.874469,10.711814,40.765902,13.695298,-3.926991,0.000000,-0.187447,1.071181,-0.392699,5.997682,106.842000,-0.392697,
2.342257,10.436323,42.167262,-2.754912,-3.926971,0.000200,0.234226,1.043632,-0.392697,45.658803,95.202977,-0.331600,
6.029562,8.710939,36.873053,-17.253841,-3.316004,6.109667,0.602956,0.871094,-0.331600,76.718951,73.430447,-0.165793,
8.701734,6.337461,26.721712,-23.734779,-1.657934,16.580706,0.870173,0.633746,-0.165793,96.772873,56.201512,0.244359,
10.216875,5.455257,15.151417,-8.822037,2.443594,41.015280,1.021688,0.545526,0.244359,105.065255,60.723895,0.349078,
10.511857,6.772645,2.949813,13.173881,3.490777,10.471822,1.051186,0.677265,0.349078,98.185889,82.421913,0.392699,
9.058584,9.367500,-14.532726,25.948548,3.926991,4.362142,0.905858,0.936750,0.392699,73.081125,108.450923,0.392699,
5.843236,11.785452,-32.153482,24.179515,3.926991,-0.000000,0.584324,1.178545,0.392699,33.459202,125.917910,0.392699,
1.455642,12.943770,-43.875935,11.583182,3.926991,0.000000,0.145564,1.294377,0.392699,-13.000935,127.438325,0.392699,
-3.250824,12.346503,-47.064661,-5.972669,3.926991,-0.000000,-0.325082,1.234650,0.392699,-57.591036,111.108042,0.392699,
-7.423218,10.004408,-41.723938,-23.420949,3.926991,0.000000,-0.742322,1.000441,0.392699,-92.674523,79.298979,-5.890486,
-10.378963,6.296129,-29.557448,-37.082793,-58.904862,-628.318515,-1.037896,0.629613,-5.890486,-112.885736,37.214307,0.392699,
-11.693150,1.823494,-13.141876,-44.726347,3.926991,628.318515,-1.169315,0.182349,0.392699,-115.643897,-8.496046,0.392699,
-11.228105,-2.720434,4.650449,-45.439281,3.926991,0.000000,-1.122811,-0.272043,0.392699,-101.206867,-50.952710,0.392699,
-9.122311,-6.666078,21.057942,-39.456432,3.926991,0.000000,-0.912231,-0.666608,0.392699,-72.507909,-84.075148,0.261799,
-5.831555,-9.458449,32.907565,-27.923716,2.617994,-13.089969,-0.583155,-0.945845,0.261799,-43.749652,-104.677999,0.000000,
-3.537635,-11.089445,22.939195,-16.309960,0.000000,-26.179939,-0.353764,-1.108945,0.000000,-27.770014,-118.118496,0.000000,
-2.343282,-12.298014,11.943534,-12.085689,0.000000,0.000000,-0.234328,-1.229801,0.000000,-19.571698,-129.323910,-0.008727,
-1.740027,-13.375397,6.032546,-10.773831,-0.087266,-0.872665,-0.174003,-1.337540,-0.008727,-16.660293,-139.700286,-0.052360,
-1.696640,-14.385573,0.433873,-10.101752,-0.523599,-4.363323,-0.169664,-1.438557,-0.052360,-19.180335,-149.438808,-0.052360,
-2.126851,-15.333794,-4.302113,-9.482215,-0.523599,0.000000,-0.212685,-1.533379,-0.052360,-25.312622,-158.546480,-0.052360,
-2.853001,-16.217015,-7.261502,-8.832205,-0.523599,0.000000,-0.285300,-1.621701,-0.052360,-33.791823,-166.969211,-0.052360,
-3.778087,-17.029227,-9.250853,-8.122127,-0.523599,0.000000,-0.377809,-1.702923,-0.052360,-43.920756,-174.649538,-0.052360,
-4.848152,-17.765006,-10.700652,-7.357785,-0.523599,0.000000,-0.484815,-1.776501,-0.052360,-55.308472,-181.546792,-0.052360,
-6.032138,-18.419327,-11.839862,-6.543213,-0.523599,0.000000,-0.603214,-1.841933,-0.052360,-67.709449,-187.578368,-0.052360,
-7.310739,-18.987056,-12.786008,-5.677294,-0.523599,0.000000,-0.731074,-1.898706,-0.052360,-80.981179,-192.724859,-0.052360,
-8.671055,-19.463065,-13.603160,-4.760086,-0.523599,0.000000,-0.867106,-1.946307,-0.052360,-95.010535,-196.924073,-0.052360,
